id,filename,participant_id,date,status,agc_status,distance,angle,facing,facing2,session_id,mic_channel,low_power,high_power,hlbr,coe1[0],coe1[1],coe3[0],coe3[1],coe3[2],coe3[3],ratio_max_to_10ms_ave_peaks,ratio_max_to_9th_ave_peaks,ac_std,ac_auc,diff_std,diff_auc,srmr,gp_max_val_std,gp_max_val_range,gp_max_val_min,gp_max_val_max,gp_max_val_mean,gp_max_ix_std,gp_max_ix_range,gp_max_ix_min,gp_max_ix_max,gp_max_ix_mean,gp_auc_std,gp_auc_range,gp_auc_min,gp_auc_max,gp_auc_mean,tdoa_std,tdoa_range,tdoa_min,tdoa_max,tdoa_mean
315,rec_0.wav,raspi-ubuntu-5,2021-12-27,standup,AGC,1,135,0,2,trial21,0,0.003910049348756810,0.0007800802716904010,0.19950650288811000,-7.1646288053849E-07,0.013836944387508600,-8.03517056395239E-15,3.43773788171265E-10,-4.77890248687616E-06,0.024273088802631800,0.31394333,0.81881845,2.8126917,200994.25,0.010247394,335.203,7.053439911107660,0.006208127233277570,0.01780458895875580,0.03603237876717950,0.0538369677259353,0.04798248948577320,23.584363935078300,52.0,-51.0,1.0,-33.333333333333300,2.39209711143961E-06,6.84995599898082E-06,1.26296028324742E-05,1.94795588314551E-05,1.7222915245157E-05,3.07088072071332E-05,6.77083333333333E-05,-6.640625E-05,1.30208333333333E-06,-4.34027777777778E-05
316,rec_0.wav,raspi-ubuntu-5,2021-12-27,standup,AGC,1,135,0,2,trial22,0,0.003093892802869270,0.0006370170410792300,0.2058949943218660,-6.30209660852893E-07,0.01206516540027040,-7.35896974031078E-15,3.15326661425168E-10,-4.36246227384428E-06,0.021669439154604200,0.26975003,0.8348909,2.3742325,161219.17,0.008769783,267.77057,6.422505930347850,0.006155697088523460,0.017933370293661200,0.03439603824451820,0.052329408538179400,0.04629897857756490,23.584363935078300,52.0,-51.0,1.0,-33.333333333333300,2.36808347389231E-06,6.86865007530593E-06,1.2037875976377E-05,1.89065260516829E-05,1.66151951988589E-05,3.07088072071332E-05,6.77083333333333E-05,-6.640625E-05,1.30208333333333E-06,-4.34027777777778E-05
317,rec_0.wav,raspi-ubuntu-5,2021-12-27,standup,AGC,1,135,0,2,trial23,0,0.003696832720309320,0.00034572820414929900,0.09352011040423030,-6.72616159920386E-07,0.012547973833428900,-9.74009405071026E-15,4.18813371595442E-10,-5.64775336186074E-06,0.025399763384395300,0.22387831,0.8700837,2.7279208,185240.23,0.0071048005,266.19293,6.875800531991600,0.0062656570569179800,0.017565295324837300,0.03355744599066020,0.051122741315497500,0.045940652786685600,32.33891704364190,94.0,-93.0,1.0,-40.166666666666700,2.44166244574211E-06,6.83285557312565E-06,1.16420668343261E-05,1.84749224074517E-05,1.64710816094139E-05,4.21079649005755E-05,0.00012239583333333300,-0.00012109375,1.30208333333333E-06,-5.23003472222222E-05
318,rec_0.wav,raspi-ubuntu-5,2021-12-27,standup,AGC,1,135,0,2,trial24,0,0.0038175426321531300,0.0008153821408644610,0.21358822138538300,-7.05580755740779E-07,0.013466939603535300,-8.80650672574533E-15,3.76039021233174E-10,-5.14020734947148E-06,0.02483431433454690,0.30366907,0.86168927,2.54112,174531.69,0.009830591,299.3377,8.698398298150620,0.006062822217421070,0.017515192342414500,0.03481873390889840,0.05233392625131290,0.0463492422683921,23.584363935078300,52.0,-51.0,1.0,-33.333333333333300,2.33698417970934E-06,6.72510384649478E-06,1.2185179821469E-05,1.89102836679638E-05,1.66276903298884E-05,3.07088072071332E-05,6.77083333333333E-05,-6.640625E-05,1.30208333333333E-06,-4.34027777777778E-05
319,rec_0.wav,raspi-ubuntu-5,2021-12-27,standup,AGC,1,135,0,2,trial25,0,0.004032301421870570,0.0002694622540663580,0.06682592045446740,-6.79558619579428E-07,0.012325615297387200,-1.11607656050649E-14,4.81763689949502E-10,-6.42542387100539E-06,0.027230779116306200,0.2059611,0.8876504,2.9768202,210133.88,0.006117659,213.72325,5.870307366679770,0.00570245991918609,0.016718379667982800,0.03369283912167650,0.050411218789659300,0.043433273955330100,23.584363935078300,52.0,-51.0,1.0,-33.333333333333300,2.18363764634047E-06,6.38379184437368E-06,1.1854008443072E-05,1.82378002874457E-05,1.56085047904679E-05,3.07088072071332E-05,6.77083333333333E-05,-6.640625E-05,1.30208333333333E-06,-4.34027777777778E-05
320,rec_0.wav,raspi-ubuntu-5,2021-12-27,standup,AGC,1,180,1,1,trial21,0,0.003052586314874280,0.0005551388567171660,0.18185852895040200,-6.4124229851808E-07,0.012095535094222400,-7.62775722999083E-15,3.31347726782403E-10,-4.61875616665717E-06,0.02248293586477130,0.35063756,0.84256303,2.1010284,141035.42,0.007891907,264.30905,6.679434970479480,0.004502416798839580,0.014421804112336000,0.03667070426561390,0.05109250837794990,0.04536793591431090,32.552521663715500,95.0,-93.0,2.0,-40.0,1.77558584751752E-06,5.7016641739738E-06,1.28046433394385E-05,1.85063075134123E-05,1.6244356576692E-05,4.23860959162962E-05,0.00012369791666666700,-0.00012109375,2.60416666666667E-06,-5.20833333333333E-05
321,rec_0.wav,raspi-ubuntu-5,2021-12-27,standup,AGC,1,180,1,1,trial22,0,0.0033375374650092800,0.0010026499016217800,0.30041607386690100,-6.59607925097344E-07,0.012904396510417800,-7.47045336821376E-15,3.14329815138983E-10,-4.30873844351813E-06,0.022099914416621100,0.3133944,0.74799395,2.2260315,155888.0,0.010975201,340.62915,5.560533596830000,0.004723734506482760,0.013689563362907900,0.04104767806436940,0.054737241427277300,0.048029627151010700,23.456816114345600,51.0,-50.0,1.0,-32.666666666666700,1.79123853692644E-06,5.19334368551949E-06,1.46177785899237E-05,1.98111222754432E-05,1.73154168004E-05,3.05427293155541E-05,6.640625E-05,-6.51041666666667E-05,1.30208333333333E-06,-4.25347222222222E-05
322,rec_0.wav,raspi-ubuntu-5,2021-12-27,standup,AGC,1,180,1,1,trial23,0,0.003483463688633220,0.0012905758187245200,0.37048637048686800,-6.93762087802596E-07,0.013652565168761100,-7.07699224161363E-15,2.98516498727076E-10,-4.16864759288011E-06,0.022435002994264100,0.37282005,0.8206913,2.5878208,177981.12,0.012140557,361.35895,8.456340860303040,0.005700426725073440,0.016568031552712300,0.03644376270200850,0.053011794254720800,0.047365355775536900,23.46924701722570,52.0,-51.0,1.0,-33.166666666666700,2.2035226424678E-06,6.39944297531602E-06,1.2750760252878E-05,1.9150203228194E-05,1.70042955986499E-05,3.05589153870126E-05,6.77083333333333E-05,-6.640625E-05,1.30208333333333E-06,-4.31857638888889E-05
323,rec_0.wav,raspi-ubuntu-5,2021-12-27,standup,AGC,1,180,1,1,trial24,0,0.0030317900860656900,0.0011120620690418600,0.36680048336887700,-6.60612040631063E-07,0.012983150329107700,-5.99747560227053E-15,2.55892318799265E-10,-3.67586125750324E-06,0.020705382547431000,0.317968,0.8448485,2.023276,142305.12,0.011449398,326.4726,7.34594614385434,0.0052825398226607600,0.01547964872738700,0.03769291691774930,0.05317256564513630,0.047702886589929400,23.2408882981888,52.0,-51.0,1.0,-32.833333333333300,2.04093284020791E-06,5.98231102040056E-06,1.32368176724616E-05,1.92191286928621E-05,1.71670279037605E-05,3.02615733049333E-05,6.77083333333333E-05,-6.640625E-05,1.30208333333333E-06,-4.27517361111111E-05
324,rec_0.wav,raspi-ubuntu-5,2021-12-27,standup,AGC,1,180,1,1,trial25,0,0.0024276241648209100,0.0004124660535184630,0.16990523471284200,-5.65351006324517E-07,0.010649140931147300,-6.95100926534623E-15,3.01264788094059E-10,-4.17339887191254E-06,0.020049179293607100,0.24562941,0.8735896,1.6447202,136157.3,0.006756424,231.74554,6.9746647354633700,0.004682211041109820,0.013646552570383400,0.03921674180738490,0.052863294377768300,0.04738077507781860,23.22654133146440,51.0,-50.0,1.0,-32.833333333333300,1.7673395540132E-06,5.16733374514092E-06,1.39592967217559E-05,1.91266304668968E-05,1.70793159284576E-05,3.02428923586775E-05,6.640625E-05,-6.51041666666667E-05,1.30208333333333E-06,-4.27517361111111E-05
