id,filename,participant_id,room_id,device_placement_id,session_id,polar_position_id,distance,polar_angle,utterance_id,dov_angle,mic_channel,low_power,high_power,hlbr,coe1[0],coe1[1],coe3[0],coe3[1],coe3[2],coe3[3],ratio_max_to_10ms_ave_peaks,ratio_max_to_9th_ave_peaks,ac_std,ac_auc,diff_std,diff_auc,srmr,gp_max_val_std,gp_max_val_range,gp_max_val_min,gp_max_val_max,gp_max_val_mean,gp_max_ix_std,gp_max_ix_range,gp_max_ix_min,gp_max_ix_max,gp_max_ix_mean,gp_auc_std,gp_auc_range,gp_auc_min,gp_auc_max,gp_auc_mean,tdoa_std,tdoa_range,tdoa_min,tdoa_max,tdoa_mean
0,recording0_0_0.wav,s11,gym,nowall,trial1,A0,1,0,recording0,0,0,0.003790386003077209,0.00031804564876849187,0.08390851182710359,-6.425469895536744e-07,0.011676366333285363,-9.796886301531178e-15,4.2536412357079066e-10,-5.746079467853658e-06,0.024997507013638547,0.15083602,0.91255134,3.1416314,214009.86,0.006011609,203.78468,6.193691199536818,0.002477916786380366,0.006321091004456209,0.014149295973424679,0.020470386977880888,0.016486223490350973,31.36567479834533,68.0,-67.0,1.0,-43.833333333333336,1.0058963273116506e-06,2.6083280395454374e-06,6.524742577148852e-06,9.13307061669429e-06,7.51367172112236e-06,4.084072239367882e-05,8.854166666666667e-05,-8.723958333333333e-05,1.3020833333333333e-06,-5.707465277777777e-05
1,recording0_45_0.wav,s11,gym,nowall,trial1,A0,1,0,recording0,45,0,0.0026637348164119893,0.00022278093679675316,0.0836348030682858,-5.233413279012792e-07,0.009543972227266622,-9.010535093712577e-15,3.855591188336619e-10,-5.080255074440882e-06,0.021252274130059944,0.30326617,0.8444285,2.3071802,182418.12,0.0050435374,167.93344,4.558146106210053,0.001182138389489679,0.0031527740664940296,0.013614575730908733,0.016767349797402763,0.015150966262897338,30.179555257749502,66.0,-65.0,1.0,-42.166666666666664,5.090729052452757e-07,1.3977240400644771e-06,6.308317956276793e-06,7.70604199634127e-06,6.995947955795217e-06,3.9296295908528e-05,8.593750000000001e-05,-8.463541666666667e-05,1.3020833333333333e-06,-5.4904513888888895e-05
2,recording0_90_0.wav,s11,gym,nowall,trial1,A0,1,0,recording0,90,0,0.0006123040922298432,5.844203802329745e-07,0.0009544610066293632,-2.1710039372837123e-07,0.003630631994093656,-5.621874062240512e-15,2.405133284806023e-10,-3.059157242424225e-06,0.010931324167058703,0.5857748,0.83681434,0.6051029,48301.27,0.0005111805,31.002151,3.0874543306250266,0.0011419173110392875,0.002942576588519737,0.00819921044757789,0.011141787036097627,0.009412911240037819,31.99305480187154,75.0,-72.0,3.0,-44.333333333333336,4.77573421485035e-07,1.2457809996834347e-06,3.852800401007173e-06,5.098581400690608e-06,4.363742976628048e-06,4.16576234399369e-05,9.765625e-05,-9.375e-05,3.90625e-06,-5.772569444444444e-05
3,recording0_135_0.wav,s11,gym,nowall,trial1,A0,1,0,recording0,135,0,0.0015882625553657916,9.518817880024487e-07,0.0005993226905630987,-3.530326219310163e-07,0.005882294859278422,-8.979115328107879e-15,3.8536685309274147e-10,-4.921926454325727e-06,0.017660372314068536,0.45683163,0.8208599,1.5203092,126206.66,0.00085733517,48.531998,2.661196339622271,0.001584885199440441,0.004569754395511249,0.008408362734823014,0.012978117130334263,0.011002915746472506,0.372677996249965,1.0,-1.0,0.0,-0.16666666666666666,7.250279328973345e-07,2.0639891502824134e-06,3.2818324922246198e-06,5.345821642507033e-06,4.4223512855311375e-06,4.852578076171418e-07,1.3020833333333333e-06,-1.3020833333333333e-06,0.0,-2.1701388888888887e-07
4,recording0_180_0.wav,s11,gym,nowall,trial1,A0,1,0,recording0,180,0,0.001805642852291987,5.152063113533949e-07,0.0002853312385112147,-3.703608924710274e-07,0.006152772335933768,-9.682142067925235e-15,4.1480264933919904e-10,-5.279157394696283e-06,0.018782295212177412,0.5022684,0.76870805,1.5501215,124590.59,0.0008192775,51.15796,2.394614888290613,0.0008939121825770506,0.002796436866451868,0.0038138306780074686,0.0066102675444593365,0.005188092866155087,39.897437957286876,84.0,-1.0,83.0,40.166666666666664,4.1050673960001396e-07,1.2072949718840643e-06,1.7730887123205505e-06,2.9803836842046148e-06,2.3884501108183293e-06,5.194978900688396e-05,0.000109375,-1.3020833333333333e-06,0.00010807291666666666,5.230034722222222e-05
5,recording0_225_0.wav,s11,gym,nowall,trial1,A0,1,0,recording0,225,0,0.0015424546159076317,2.9907720275592125e-06,0.0019389692226369608,-3.4950529502041147e-07,0.00587560919928912,-8.81041814153389e-15,3.7709876786928994e-10,-4.8076957234597665e-06,0.01733372939475732,0.52230465,0.9216304,1.4918996,135634.3,0.0008696758,57.022003,2.1750025146639627,0.0018826988390688055,0.004780868995100779,0.006989908288444777,0.011770777283545556,0.009156530493794786,35.05115309563058,78.0,-77.0,1.0,-49.5,7.431083831035402e-07,1.9237570683563224e-06,3.2235970913493724e-06,5.147354159705695e-06,4.127802816295043e-06,4.563952225993565e-05,0.00010156250000000001,-0.00010026041666666667,1.3020833333333333e-06,-6.4453125e-05
6,recording0_270_0.wav,s11,gym,nowall,trial1,A0,1,0,recording0,270,0,0.002894478492183706,2.89090145037181e-05,0.009987641843525335,-5.045860321530098e-07,0.008673732059078348,-1.0939955620266646e-14,4.712989446310619e-10,-6.114196747674536e-06,0.02319441371432851,0.12128205,0.83600426,2.9943056,243559.61,0.0021316356,92.36487,4.38444611858531,0.0010158641537075042,0.003057498929315403,0.01041048333017094,0.013467982259486344,0.011564548746410835,29.71952220342716,74.0,-70.0,4.0,-41.5,4.4476955438395003e-07,1.3462532729220538e-06,4.857205978802589e-06,6.203459251724643e-06,5.386456744781697e-06,3.869729453571245e-05,9.635416666666667e-05,-9.114583333333334e-05,5.208333333333333e-06,-5.4036458333333325e-05
7,recording0_315_0.wav,s11,gym,nowall,trial1,A0,1,0,recording0,315,0,0.0026254514837720858,0.00023917038621791393,0.09109685998626368,-5.118179265285122e-07,0.009366060952611137,-9.282657461154973e-15,3.940850938884999e-10,-5.130929181665982e-06,0.021128640922976213,0.35699013,0.8409148,2.6584675,234892.95,0.0051339064,179.62436,4.41225857028612,0.0027570664226576956,0.007258762228335908,0.012147504686544606,0.019406266914880514,0.015289472315898793,30.92823233803632,69.0,-68.0,1.0,-43.666666666666664,1.1076596208450473e-06,2.902647467340754e-06,5.596449124173529e-06,8.499096591514283e-06,6.924056106709652e-06,4.0271135856818126e-05,8.984375000000001e-05,-8.854166666666667e-05,1.3020833333333333e-06,-5.685763888888889e-05
8,recording0_0_0.wav,s11,gym,nowall,trial1,A1,1,45,recording0,0,0,0.005099017777362038,0.0002720500390601283,0.0533534203916568,-6.770542567663212e-07,0.012303314276442621,-1.519341322001196e-14,6.374543015834784e-10,-8.054395173692883e-06,0.030829506056097588,0.09775948,0.901451,4.9957566,374399.2,0.0064393505,288.00986,4.922489576864696,0.0016160575696865926,0.004428331392200271,0.011354058708167037,0.01578239010036731,0.013078989843901519,40.30474193221217,127.0,-87.0,40.0,-30.833333333333332,6.914941293730965e-07,1.8742792423955422e-06,5.270833535265832e-06,7.145112777661374e-06,6.039902782747116e-06,5.2480132724234597e-05,0.00016536458333333334,-0.00011328125,5.208333333333334e-05,-4.0147569444444445e-05
9,recording0_45_0.wav,s11,gym,nowall,trial1,A1,1,45,recording0,45,0,0.0029305261122873076,0.0001164174222667795,0.039725775443070335,-5.16349962998546e-07,0.009271927466033078,-1.159173243986272e-14,4.894657825095414e-10,-6.2204058777940695e-06,0.02370621989790553,-0.017518014,0.79048496,2.8938262,257300.78,0.00437842,198.25978,3.2455468393885987,0.001854171303156898,0.00520378883382162,0.010630039373617905,0.015833828207439525,0.011734784035790312,40.18568014714805,125.0,-83.0,42.0,-29.333333333333332,7.17765183990565e-07,2.0479374865293204e-06,4.898127787386016e-06,6.946065273915336e-06,5.35943764243519e-06,5.2325104358265686e-05,0.00016276041666666666,-0.00010807291666666666,5.46875e-05,-3.8194444444444444e-05
