id,filename,participant_id,date,status,agc_status,distance,angle,facing,session_id,mic_channel,low_power,high_power,hlbr,coe1[0],coe1[1],coe3[0],coe3[1],coe3[2],coe3[3],ratio_max_to_10ms_ave_peaks,ratio_max_to_9th_ave_peaks,ac_std,ac_auc,diff_std,diff_auc,srmr,gp_max_val_std,gp_max_val_range,gp_max_val_min,gp_max_val_max,gp_max_val_mean,gp_max_ix_std,gp_max_ix_range,gp_max_ix_min,gp_max_ix_max,gp_max_ix_mean,gp_auc_std,gp_auc_range,gp_auc_min,gp_auc_max,gp_auc_mean,tdoa_std,tdoa_range,tdoa_min,tdoa_max,tdoa_mean
38,rec_0.wav,raspi-ubuntu-1,2021/12/27,standup,AGC,3,90,0,trial4,0,0.003042108,4.00E-05,0.013143919,-5.46E-07,0.009482634,-1.06E-14,4.60E-10,-6.06E-06,0.023892724,0.5059707,0.89130557,2.395653,189135.88,0.002823193,130.18672,3.238272174,0.001309691,0.003703701,0.031134166,0.034837867,0.03268204,45.254834,96,-96,0,-64,4.80E-07,1.35E-06,1.13E-05,1.27E-05,1.19E-05,5.89E-05,0.000125,-0.000125,0,-8.33E-05
39,rec_0.wav,raspi-ubuntu-1,2021/12/27,standup,AGC,3,90,0,trial5,0,0.003267379,6.34E-05,0.019402699,-5.76E-07,0.010053334,-1.09E-14,4.73E-10,-6.25E-06,0.024877035,0.13309766,0.8889072,2.7874897,233659.95,0.00321853,146.14175,3.92523353,0.001443723,0.003417486,0.033056469,0.036473955,0.034377561,45.254834,96,-96,0,-64,5.33E-07,1.27E-06,1.20E-05,1.33E-05,1.25E-05,5.89E-05,0.000125,-0.000125,0,-8.33E-05
40,rec_0.wav,raspi-ubuntu-1,2021/12/27,standup,AGC,3,135,0,trial1,0,0.002261951,1.34E-06,0.000591247,-4.36E-07,0.007292523,-1.07E-14,4.61E-10,-5.92E-06,0.021454053,0.10032958,0.8664827,2.3764782,221092.9,0.000997502,77.050064,1.717512595,0.001538331,0.004598768,0.012507357,0.017106125,0.014455115,45.02098276,96,-96,0,-63.66666667,5.66E-07,1.68E-06,4.60E-06,6.28E-06,5.31E-06,5.86E-05,0.000125,-0.000125,0,-8.29E-05
41,rec_0.wav,raspi-ubuntu-1,2021/12/27,standup,AGC,3,135,0,trial2,0,0.00183852,1.55E-06,0.000845752,-3.97E-07,0.006667293,-9.52E-15,4.10E-10,-5.28E-06,0.019293613,0.01420431,0.7599577,1.7634404,169547.6,0.000971592,72.81087,1.457373984,0.001701171,0.004809896,0.013315633,0.018125529,0.015055246,45.254834,96,-96,0,-64,6.25E-07,1.76E-06,4.89E-06,6.66E-06,5.54E-06,5.89E-05,0.000125,-0.000125,0,-8.33E-05
42,rec_0.wav,raspi-ubuntu-1,2021/12/27,standup,AGC,3,135,0,trial3,0,0.002695044,2.65E-06,0.000982849,-4.66E-07,0.007815379,-1.17E-14,5.01E-10,-6.40E-06,0.023111022,0.17016232,0.9017887,3.6527712,335660.84,0.001031163,81.48953,1.36595376,0.001058067,0.002679211,0.013529184,0.016208395,0.014614338,45.02098276,96,-96,0,-63.66666667,3.96E-07,1.00E-06,4.97E-06,5.97E-06,5.37E-06,5.86E-05,0.000125,-0.000125,0,-8.29E-05
43,rec_0.wav,raspi-ubuntu-1,2021/12/27,standup,AGC,3,135,0,trial4,0,0.002839275,4.37E-06,0.001540325,-5.26E-07,0.008888733,-1.12E-14,4.86E-10,-6.38E-06,0.024209137,0.20873685,0.8453774,2.4642282,214206.81,0.001557639,110.24672,1.631047976,0.001596073,0.005229403,0.011878993,0.017108397,0.015139269,45.02838611,98,-97,1,-63.66666667,5.78E-07,1.88E-06,4.37E-06,6.25E-06,5.55E-06,5.86E-05,0.000127604,-0.000126302,1.30E-06,-8.29E-05
44,rec_0.wav,raspi-ubuntu-1,2021/12/27,standup,AGC,3,135,0,trial5,0,0.002953743,3.77E-06,0.001275258,-4.97E-07,0.008348991,-1.24E-14,5.33E-10,-6.80E-06,0.024592549,0.16610572,0.8291151,2.8498964,275074.94,0.001154405,91.20743,0.991014136,0.00158666,0.004423111,0.014524938,0.018948048,0.016129784,45.254834,96,-96,0,-64,5.85E-07,1.62E-06,5.32E-06,6.94E-06,5.91E-06,5.89E-05,0.000125,-0.000125,0,-8.33E-05
45,rec_0.wav,raspi-ubuntu-1,2021/12/27,standup,AGC,3,180,0,trial1,0,0.003886687,1.35E-06,0.000346155,-5.49E-07,0.009142294,-1.44E-14,6.17E-10,-7.84E-06,0.027888995,-0.03441565,0.7795367,5.8019485,564927.9,0.001064809,87.68269,1.185984712,0.001395041,0.003877315,0.010820144,0.014697459,0.012670479,42.92791115,96,-96,0,-55.83333333,5.14E-07,1.43E-06,3.97E-06,5.41E-06,4.67E-06,5.59E-05,0.000125,-0.000125,0,-7.27E-05
46,rec_0.wav,raspi-ubuntu-1,2021/12/27,standup,AGC,3,180,0,trial2,0,0.004014081,1.80E-06,0.000447323,-5.64E-07,0.009397617,-1.49E-14,6.37E-10,-8.09E-06,0.028704254,0.060512424,0.7702553,5.1009164,439623.5,0.001106834,86.21408,1.153138452,0.001564427,0.004666106,0.010042005,0.014708111,0.012716034,39.19183588,96,-96,0,-48,5.80E-07,1.72E-06,3.70E-06,5.41E-06,4.69E-06,5.10E-05,0.000125,-0.000125,0,-6.25E-05
47,rec_0.wav,raspi-ubuntu-1,2021/12/27,standup,AGC,3,180,0,trial3,0,0.000555532,5.22E-07,0.000939312,-2.12E-07,0.003544415,-5.60E-15,2.39E-10,-3.03E-06,0.010768911,0.07102268,0.7804944,1.0159729,131633.34,0.000335317,41.65654,0.497696034,0.001194471,0.003564626,0.008316106,0.011880732,0.010745178,63.92095813,191,-143,48,-55.66666667,4.37E-07,1.32E-06,3.08E-06,4.40E-06,3.96E-06,8.32E-05,0.000248698,-0.000186198,6.25E-05,-7.25E-05
48,rec_0.wav,raspi-ubuntu-1,2021/12/27,standup,AGC,3,180,0,trial4,0,0.003716323,2.10E-06,0.000566307,-5.57E-07,0.009324065,-1.37E-14,5.88E-10,-7.54E-06,0.027378274,0.08837612,0.89325744,4.455718,382770.47,0.001227045,96.28612,1.214096077,0.001607884,0.004295518,0.009768393,0.014063912,0.012482431,39.19183588,96,-96,0,-48,6.00E-07,1.59E-06,3.59E-06,5.19E-06,4.61E-06,5.10E-05,0.000125,-0.000125,0,-6.25E-05
