id,filename,participant_id,date,status,agc_status,distance,angle,session_id,mic_channel,low_power,high_power,hlbr,coe1[0],coe1[1],coe3[0],coe3[1],coe3[2],coe3[3],ratio_max_to_10ms_ave_peaks,ratio_max_to_9th_ave_peaks,ac_std,ac_auc,diff_std,diff_auc,srmr,gp_max_val_std,gp_max_val_range,gp_max_val_min,gp_max_val_max,gp_max_val_mean,gp_max_ix_std,gp_max_ix_range,gp_max_ix_min,gp_max_ix_max,gp_max_ix_mean,gp_auc_std,gp_auc_range,gp_auc_min,gp_auc_max,gp_auc_mean,tdoa_std,tdoa_range,tdoa_min,tdoa_max,tdoa_mean
491,rec_0.wav,raspi-ubuntu-4,2021-12-27,standup,AGC,3,0,trial5,0,0.0007067082765808942,2.7696546985061156e-07,0.0003919091922774565,-2.406100860841652e-07,0.004023251824030839,-5.940286206994368e-15,2.5553270224942723e-10,-3.2774314677037307e-06,0.011871560311676795,0.30883145,0.7868245,0.6336527,61143.164,0.00055645953,42.055588,1.1701853328272038,0.002847756789338844,0.007851656917087817,0.008717710343632144,0.01656936726071996,0.012734749256521074,44.5495978283381,95.0,-95.0,0.0,-32.0,1.0557742996985546e-06,2.896739151595471e-06,3.200868535896353e-06,6.097607687491824e-06,4.669067118157113e-06,5.80072888389819e-05,0.00012369791666666668,-0.00012369791666666668,0.0,-4.166666666666668e-05
492,rec_0.wav,raspi-ubuntu-4,2021-12-27,standup,AGC,3,45,trial1,0,0.0011817567417234493,2.284963134023144e-06,0.0019335308641360502,-3.3401139565104217e-07,0.005663079796047517,-7.160090593819719e-15,3.1106338324741546e-10,-4.068408402058954e-06,0.01541658988564841,0.09551753,0.89805746,0.9049335,88518.0,0.0011058752,69.93712,1.514432363265294,0.0019236889908774415,0.005352079754551306,0.02728538561101055,0.032637465365561856,0.03014415999086335,45.254833995939045,96.0,-96.0,0.0,-64.0,7.11837569745665e-07,1.972386005989568e-06,9.91402770116797e-06,1.1886413707157539e-05,1.0958825085172023e-05,5.892556509887896e-05,0.000125,-0.000125,0.0,-8.333333333333333e-05
493,rec_0.wav,raspi-ubuntu-4,2021-12-27,standup,AGC,3,45,trial2,0,0.0017406029318779432,1.333344923727409e-05,0.007660247488431253,-4.19400831361876e-07,0.007209239983148716,-8.186723648764965e-15,3.5719296522576526e-10,-4.726218025428514e-06,0.018507959298367977,0.13919504,0.8474147,1.5847712,142973.23,0.0018366562,98.0791,2.748038397127774,0.0017595985830711,0.005248256344411013,0.031626665104120044,0.03687492144853106,0.034068453798133204,45.13836751835652,96.0,-96.0,0.0,-63.833333333333336,6.56614132173466e-07,1.957099944305907e-06,1.1451162659867974e-05,1.3408262604173881e-05,1.2369220725368855e-05,5.877391603952671e-05,0.000125,-0.000125,0.0,-8.311631944444446e-05
494,rec_0.wav,raspi-ubuntu-4,2021-12-27,standup,AGC,3,45,trial3,0,0.0024531767181908705,1.0270414438046511e-05,0.004186577494352128,-4.934821626689663e-07,0.00843590850123124,-9.657407403284118e-15,4.224668889648772e-10,-5.60076108243137e-06,0.0218706118091515,0.085376866,0.79492205,1.8085079,168049.42,0.0020795707,104.7565,2.958373833316908,0.0017211351099727494,0.004587553955551611,0.029165796065520527,0.03375335002107214,0.0310612742566248,45.13836751835652,96.0,-96.0,0.0,-63.833333333333336,6.40939811440594e-07,1.7124169178389075e-06,1.0596074464515434e-05,1.2308491382354341e-05,1.1311990948111873e-05,5.877391603952671e-05,0.000125,-0.000125,0.0,-8.311631944444446e-05
495,rec_0.wav,raspi-ubuntu-4,2021-12-27,standup,AGC,3,45,trial4,0,0.0019310032730935752,1.4832380612568409e-05,0.00768117839013608,-4.3790311589267505e-07,0.007529312126681,-8.795734662770305e-15,3.8268088994907437e-10,-5.038891476158468e-06,0.019564516463365017,0.16603346,0.6142496,1.6392353,156096.45,0.0018589954,102.69466,2.5446504727919064,0.0016168988619598736,0.004141547855240936,0.029873324138406675,0.03401487199364761,0.032177714333649916,45.374980869295015,97.0,-96.0,1.0,-63.666666666666664,5.998637896037661e-07,1.5665559399569167e-06,1.0832675632010756e-05,1.2399231571967673e-05,1.1696379032895746e-05,5.908200634022789e-05,0.00012630208333333333,-0.000125,1.3020833333333333e-06,-8.289930555555557e-05
496,rec_0.wav,raspi-ubuntu-4,2021-12-27,standup,AGC,3,45,trial5,0,0.0018588507376380784,8.270677072696173e-06,0.004449349754249331,-4.2476089233844065e-07,0.00726781265101186,-8.804637726954507e-15,3.8253957791640105e-10,-5.017618577943925e-06,0.01926445059115578,0.18165559,0.8403672,1.628176,146146.73,0.0016834902,90.959564,2.5230783325979185,0.0018996974157849391,0.005139332568491688,0.02761361424779618,0.03275294681628787,0.030335692543205655,45.254833995939045,96.0,-96.0,0.0,-64.0,7.023788650757756e-07,1.9028470955429058e-06,1.0046996219294056e-05,1.1949843314836962e-05,1.1044733423389712e-05,5.892556509887896e-05,0.000125,-0.000125,0.0,-8.333333333333333e-05
497,rec_0.wav,raspi-ubuntu-4,2021-12-27,standup,AGC,3,90,trial1,0,0.004126548082660131,7.594362895920036e-05,0.018403669953178926,-6.881088977476863e-07,0.012113727398924854,-1.044558612318827e-14,4.6458188897739394e-10,-6.396915649928897e-06,0.027377883324346434,0.22865935,0.8326492,2.8698545,210886.47,0.0043921173,187.44525,4.831325233896862,0.0020884367657722012,0.0054083978851427045,0.04062055076905348,0.04602894865419618,0.04246396855393341,45.254833995939045,96.0,-96.0,0.0,-64.0,7.649906633297258e-07,1.975016634986178e-06,1.4740541860660963e-05,1.671555849564714e-05,1.5416178747706896e-05,5.892556509887896e-05,0.000125,-0.000125,0.0,-8.333333333333333e-05
498,rec_0.wav,raspi-ubuntu-4,2021-12-27,standup,AGC,3,90,trial2,0,0.006838286235036686,9.1954907253765e-05,0.013447069059879984,-8.801963241414357e-07,0.015444181732840812,-1.3029401724934471e-14,5.829082128028588e-10,-8.083556194346414e-06,0.03481117723926385,0.25525713,0.9083145,5.456778,356394.03,0.005580364,210.28304,9.686404146000344,0.001950485313298646,0.004619953858940248,0.04040121663873844,0.04502117049767869,0.042306303574244676,45.254833995939045,96.0,-96.0,0.0,-64.0,7.176960674515194e-07,1.6946266065946747e-06,1.466336953117993e-05,1.6357996137774605e-05,1.53599264277993e-05,5.892556509887896e-05,0.000125,-0.000125,0.0,-8.333333333333333e-05
499,rec_0.wav,raspi-ubuntu-4,2021-12-27,standup,AGC,3,90,trial3,0,0.003815178892632688,6.017850571217218e-05,0.01577344271545957,-6.654623287339982e-07,0.01174913153952429,-9.941688013076788e-15,4.4243808920880303e-10,-6.105351559115218e-06,0.026302644047777556,0.14808552,0.85772574,2.713182,219751.6,0.004412376,183.37572,4.079391420258425,0.00201543177834254,0.005257809634133172,0.03914339000958744,0.044401199643720614,0.04126616424528026,45.254833995939045,96.0,-96.0,0.0,-64.0,7.391538792527008e-07,1.923877274003211e-06,1.4199719541761967e-05,1.6123596815765178e-05,1.4977671704423996e-05,5.892556509887896e-05,0.000125,-0.000125,0.0,-8.333333333333333e-05
500,rec_0.wav,raspi-ubuntu-4,2021-12-27,standup,AGC,3,90,trial4,0,0.003983592439497943,8.516999875893601e-05,0.021380198916551338,-6.604574873932876e-07,0.01167268588369063,-1.0799948953411503e-14,4.74485028005371e-10,-6.421243232522327e-06,0.02689237454651045,0.20808256,0.8360228,2.687201,206443.56,0.0043254723,179.78299,4.635460228910007,0.002136093268851639,0.0056657292016732835,0.03897603500021189,0.044641764201885176,0.04130756719947941,45.254833995939045,96.0,-96.0,0.0,-64.0,7.853132796994004e-07,2.074243347235748e-06,1.4130266500269354e-05,1.6204509847505102e-05,1.4983573212628253e-05,5.892556509887896e-05,0.000125,-0.000125,0.0,-8.333333333333333e-05
